embutidos;tipo;largura;altura;tamanho;nao_vazias;preenchidas;buracos;impossiveis;%possiveis;%interior;%borda
342;Boustrophedon ;53;52;2756;1511;1368;112;31;92.43;98.09;60.78
281;Espiral Decrescente ;55;52;2860;1255;1124;102;29;91.68;96.19;63.81
257;Varredura ;47;47;2209;1132;1028;82;22;92.61;98.36;58.99
291;Boustrophedon ;45;57;2565;1285;1164;106;15;91.65;96.97;65.65
421;Varredura ;54;63;3402;1810;1684;100;26;94.39;98.64;61.25
349;Boustrophedon ;55;59;3245;1519;1396;95;28;93.63;98.19;59.18
319;Boustrophedon ;52;48;2496;1398;1276;92;30;93.27;97.79;63.67
335;Boustrophedon ;56;58;3248;1497;1340;118;39;91.91;97.15;63.64
322;Boustrophedon ;49;57;2793;1432;1288;108;36;92.26;97.74;58.3
317;Boustrophedon ;55;50;2750;1412;1268;114;30;91.75;98.09;60.7
338;Boustrophedon ;49;58;2842;1489;1352;103;34;92.92;98.07;61.74
390;Varredura ;51;62;3162;1720;1560;133;27;92.14;96.74;62.99
267;Varredura ;53;56;2968;1226;1068;127;31;89.37;95.65;58.8
277;Boustrophedon ;52;60;3120;1237;1108;94;35;92.18;96.95;64.91
233;Varredura ;46;48;2208;1053;932;83;38;91.82;96.96;58.26
311;Espiral Crescente ;54;45;2430;1388;1244;108;36;92.01;97.38;59.36
406;Boustrophedon ;63;57;3591;1795;1624;133;38;92.43;96.38;66.67
291;Espiral Crescente ;49;53;2597;1273;1164;89;20;92.9;98.57;58.22
335;Espiral Crescente ;45;63;2835;1467;1340;100;27;93.06;98.51;57.42
406;Boustrophedon ;52;61;3172;1765;1624;119;22;93.17;97.51;62.45
370;Boustrophedon ;55;58;3190;1635;1480;125;30;92.21;97.68;58.67
326;Varredura ;50;57;2850;1423;1304;88;31;93.68;98.49;65.42
242;Varredura ;50;35;1750;1057;968;70;19;93.26;98.5;59.57
283;Boustrophedon ;41;60;2460;1226;1132;76;18;93.71;98.19;66.96
235;Espiral Crescente ;48;51;2448;1071;940;105;26;89.95;97.87;58.39
353;Espiral Crescente ;49;59;2891;1552;1412;114;26;92.53;98.33;59.39
418;Espiral Crescente ;59;63;3717;1896;1672;170;54;90.77;97.67;51.91
279;Boustrophedon ;50;45;2250;1232;1116;95;21;92.16;98.17;60.8
298;Boustrophedon ;52;51;2652;1320;1192;93;35;92.76;97.46;60.85
303;Boustrophedon ;46;51;2346;1309;1212;74;23;94.25;98.88;64.73
260;Varredura ;45;52;2340;1175;1040;103;32;90.99;97.43;59.86
336;Espiral Crescente ;59;52;3068;1504;1344;128;32;91.3;98.47;56.97
257;Varredura ;51;42;2142;1151;1028;90;33;91.95;97.71;56.22
398;Varredura ;51;61;3111;1720;1592;93;35;94.48;98.52;64.8
308;Boustrophedon ;47;55;2585;1330;1232;80;18;93.9;97.52;65.52
278;Boustrophedon ;49;55;2695;1254;1112;105;37;91.37;96.78;57.69
352;Boustrophedon ;61;54;3294;1593;1408;133;52;91.37;96.31;62.37
329;Boustrophedon ;54;45;2430;1424;1316;86;22;93.87;97.24;67.11
302;Boustrophedon ;53;57;3021;1330;1208;99;23;92.43;96.97;63.07
235;Boustrophedon ;54;51;2754;1063;940;97;26;90.65;96.15;60.61
267;Boustrophedon ;51;52;2652;1198;1068;100;30;91.44;96.83;60.16
398;Varredura ;58;58;3364;1747;1592;122;33;92.88;97.25;64.95
265;Boustrophedon ;58;43;2494;1178;1060;85;33;92.58;97.21;62.45
260;Varredura ;47;60;2820;1162;1040;88;34;92.2;98.08;61.82
323;Boustrophedon ;55;54;2970;1438;1292;119;27;91.57;98.13;60.57
260;Espiral Crescente ;45;52;2340;1171;1040;101;30;91.15;97.93;55.56
287;Boustrophedon ;58;55;3190;1290;1148;103;39;91.77;95.3;64.93
292;Espiral Crescente ;50;48;2400;1293;1168;97;28;92.33;98.26;58.53
346;Varredura ;60;56;3360;1526;1384;110;32;92.64;97.28;60.87
334;Boustrophedon ;57;59;3363;1517;1336;133;48;90.95;97.08;58.47
269;Varredura ;53;45;2385;1201;1076;99;26;91.57;97.09;59.24
420;Espiral Crescente ;56;56;3136;1844;1680;135;29;92.56;98.17;56.69
247;Boustrophedon ;42;58;2436;1109;988;85;36;92.08;97.25;58.72
252;Espiral Crescente ;57;42;2394;1140;1008;107;25;90.4;98.28;56.18
265;Boustrophedon ;49;50;2450;1188;1060;101;27;91.3;97.6;60.74
317;Boustrophedon ;54;54;2916;1379;1268;73;38;94.56;98.13;64.57
316;Boustrophedon ;54;55;2970;1402;1264;113;25;91.79;97.24;61.37
343;Boustrophedon ;52;57;2964;1493;1372;103;18;93.02;97.71;65.56
220;Varredura ;44;49;2156;1014;880;105;29;89.34;96.51;59.85
422;Varredura ;60;62;3720;1873;1688;132;53;92.75;98.79;57.29
308;Varredura ;52;57;2964;1377;1232;116;29;91.39;97.24;60.21
263;Varredura ;45;62;2790;1172;1052;96;24;91.64;98.02;61.36
255;Boustrophedon ;58;45;2610;1128;1020;83;25;92.48;97.71;65.62
376;Boustrophedon ;53;61;3233;1666;1504;120;42;92.61;97.18;56.54
420;Boustrophedon ;62;58;3596;1834;1680;125;29;93.07;97.36;67.7
296;Varredura ;48;45;2160;1308;1184;95;29;92.57;96.45;64.02
257;Boustrophedon ;42;50;2100;1124;1028;75;21;93.2;98.17;59.9
192;Varredura ;40;40;1600;850;768;73;9;91.32;96.35;65.66
377;Boustrophedon ;57;60;3420;1660;1508;124;28;92.4;97.77;61.15
355;Boustrophedon ;55;54;2970;1554;1420;109;25;92.87;98.05;60.07
388;Espiral Decrescente ;55;57;3135;1699;1552;127;20;92.44;95.93;71.83
357;Boustrophedon ;56;53;2968;1578;1428;118;32;92.37;96.58;60.23
337;Boustrophedon ;54;56;3024;1507;1348;128;31;91.33;97.47;60.06
427;Boustrophedon ;55;63;3465;1864;1708;127;29;93.08;96.71;63.38
288;Varredura ;45;56;2520;1290;1152;103;35;91.79;97.54;58.76
270;Boustrophedon ;47;60;2820;1215;1080;94;41;91.99;97.52;61.25
298;Espiral Crescente ;63;58;3654;1342;1192;118;32;90.99;98.11;60.9
311;Varredura ;55;49;2695;1374;1244;108;22;92.01;97.96;57.03
498;Boustrophedon ;63;60;3780;2122;1992;105;25;94.99;98.38;69.39
256;Boustrophedon ;50;47;2350;1138;1024;76;38;93.09;98.1;60.41
366;Boustrophedon ;52;53;2756;1585;1464;97;24;93.79;97.61;63.67
350;Boustrophedon ;53;58;3074;1545;1400;116;29;92.35;97.9;61.36
127;Boustrophedon ;36;32;1152;570;508;51;11;90.88;98.83;60.42
311;Boustrophedon ;48;50;2400;1359;1244;88;27;93.39;97.78;61.21
275;Varredura ;53;54;2862;1230;1100;91;39;92.36;97.98;61.72
362;Espiral Decrescente ;51;56;2856;1610;1448;114;48;92.7;96.7;64.29
416;Varredura ;54;51;2754;1786;1664;103;19;94.17;97.55;63.95
282;Boustrophedon ;49;58;2842;1246;1128;92;26;92.46;96.62;64.85
342;Varredura ;50;58;2900;1497;1368;100;29;93.19;97.98;65.8
347;Varredura ;60;45;2700;1509;1388;96;25;93.53;98.5;57.5
355;Boustrophedon ;49;46;2254;1525;1420;89;16;94.1;98.57;56.35
352;Boustrophedon ;53;49;2597;1531;1408;96;27;93.62;97.91;60.33
142;Boustrophedon ;28;41;1148;642;568;54;20;91.32;95.26;67.52
295;Boustrophedon ;56;48;2688;1302;1180;90;32;92.91;97.27;61.09
251;Boustrophedon ;45;48;2160;1096;1004;77;15;92.88;96.83;65.19
460;Varredura ;57;63;3591;2022;1840;132;50;93.31;98.19;58.13
158;Varredura ;41;34;1394;717;632;59;26;91.46;96.51;61.85
345;Espiral Crescente ;51;57;2907;1507;1380;100;27;93.24;98.12;62.99
264;Varredura ;49;60;2940;1195;1056;99;40;91.43;97.45;60.27
211;Espiral Decrescente ;43;58;2494;965;844;95;26;89.88;93.85;69.08
258;Boustrophedon ;56;39;2184;1128;1032;76;20;93.14;96.68;66.67
411;Espiral Crescente ;63;57;3591;1819;1644;142;33;92.05;98.45;54.35
271;Boustrophedon ;49;58;2842;1226;1084;106;36;91.09;97.12;59.93
250;Varredura ;40;53;2120;1118;1000;87;31;92.0;96.98;59.56
254;Boustrophedon ;46;51;2346;1131;1016;86;29;92.2;96.47;62.95
221;Boustrophedon ;45;46;2070;964;884;58;22;93.84;98.57;64.62
310;Boustrophedon ;53;55;2915;1372;1240;100;32;92.54;97.51;63.67
201;Varredura ;36;56;2016;899;804;68;27;92.2;97.64;64.09
268;Boustrophedon ;43;60;2580;1206;1072;91;43;92.18;97.0;65.15
334;Boustrophedon ;51;49;2499;1438;1336;87;15;93.89;98.76;61.5
304;Boustrophedon ;52;50;2600;1351;1216;106;29;91.98;98.91;51.76
380;Espiral Crescente ;54;55;2970;1659;1520;115;24;92.97;98.84;55.6
512;Varredura ;56;63;3528;2163;2048;88;27;95.88;99.31;62.77
248;Espiral Crescente ;51;42;2142;1123;992;108;23;90.18;97.1;59.23
384;Varredura ;54;58;3132;1691;1536;119;36;92.81;97.23;59.3
327;Boustrophedon ;63;58;3654;1436;1308;91;37;93.5;98.96;59.44
333;Espiral Crescente ;59;45;2655;1465;1332;105;28;92.69;98.88;60.26
283;Boustrophedon ;59;58;3422;1263;1132;88;43;92.79;98.12;62.71
274;Espiral Crescente ;52;51;2652;1210;1096;95;19;92.02;98.35;58.82
384;Boustrophedon ;58;59;3422;1702;1536;122;44;92.64;96.68;62.15
359;Boustrophedon ;63;54;3402;1608;1436;133;39;91.52;97.27;57.98
329;Varredura ;58;52;3016;1441;1316;94;31;93.33;98.24;58.4
315;Boustrophedon ;59;54;3186;1409;1260;115;34;91.64;97.07;58.72
288;Varredura ;47;63;2961;1273;1152;99;22;92.09;97.82;62.21
298;Boustrophedon ;59;49;2891;1333;1192;119;22;90.92;96.22;63.27
262;Boustrophedon ;41;43;1763;1139;1048;70;21;93.74;98.74;57.53
254;Boustrophedon ;61;53;3233;1149;1016;93;40;91.61;98.11;61.51
273;Varredura ;50;52;2600;1198;1092;84;22;92.86;96.93;65.45
242;Boustrophedon ;43;43;1849;1071;968;74;29;92.9;97.25;60.3
402;Boustrophedon ;61;57;3477;1753;1608;121;24;93.0;97.06;64.58
111;Boustrophedon ;29;29;841;485;444;32;9;93.28;94.99;79.25
373;Boustrophedon ;63;48;3024;1655;1492;125;38;92.27;97.84;62.08
275;Boustrophedon ;56;48;2688;1244;1100;105;39;91.29;97.18;59.38
303;Boustrophedon ;54;44;2376;1323;1212;90;21;93.09;97.44;64.07
190;Boustrophedon ;44;43;1892;866;760;81;25;90.37;97.52;59.28
582;Varredura ;62;63;3906;2452;2328;96;28;96.04;99.39;65.74
196;Varredura ;46;34;1564;874;784;72;18;91.59;96.39;64.29
347;Boustrophedon ;61;45;2745;1524;1388;99;37;93.34;98.12;62.46
245;Varredura ;46;47;2162;1084;980;76;28;92.8;96.84;66.38
358;Varredura ;59;52;3068;1533;1432;84;17;94.46;98.61;65.56
353;Espiral Crescente ;50;63;3150;1553;1412;101;40;93.32;98.63;60.63
418;Varredura ;56;62;3472;1816;1672;118;26;93.41;97.91;60.28
319;Varredura ;51;56;2856;1414;1276;108;30;92.2;97.97;59.07
261;Boustrophedon ;62;39;2418;1150;1044;82;24;92.72;98.14;62.13
355;Boustrophedon ;49;63;3087;1593;1420;143;30;90.85;97.11;60.63
324;Espiral Crescente ;44;62;2728;1436;1296;116;24;91.78;98.01;58.66
426;Boustrophedon ;63;56;3528;1871;1704;125;42;93.17;97.05;64.43
341;Boustrophedon ;56;53;2968;1496;1364;102;30;93.04;97.62;62.95
344;Boustrophedon ;56;58;3248;1508;1376;104;28;92.97;97.0;65.33
270;Boustrophedon ;44;48;2112;1173;1080;77;16;93.34;97.65;70.04
148;Varredura ;32;41;1312;667;592;58;17;91.08;97.3;59.06
341;Boustrophedon ;63;50;3150;1510;1364;104;42;92.92;97.89;62.77
296;Varredura ;55;47;2585;1317;1184;100;33;92.21;96.91;64.31
317;Boustrophedon ;55;55;3025;1423;1268;116;39;91.62;97.08;62.5
599;Varredura ;61;61;3721;2521;2396;102;23;95.92;99.59;61.72
227;Varredura ;50;47;2350;1021;908;80;33;91.9;98.24;55.8
126;Varredura ;36;31;1116;562;504;46;12;91.64;98.12;63.5
323;Boustrophedon ;48;54;2592;1429;1292;105;32;92.48;96.83;65.53
231;Varredura ;43;42;1806;1011;924;64;23;93.52;98.08;59.66
260;Varredura ;40;50;2000;1151;1040;84;27;92.53;98.23;61.85
279;Boustrophedon ;57;35;1995;1234;1116;88;30;92.69;97.55;56.34
312;Espiral Crescente ;51;50;2550;1366;1248;96;22;92.86;98.39;59.35
289;Boustrophedon ;49;46;2254;1263;1156;89;18;92.85;96.82;67.26
300;Varredura ;58;49;2842;1325;1200;99;26;92.38;97.08;64.53
362;Varredura ;56;49;2744;1598;1448;116;34;92.58;97.71;58.19
725;Boustrophedon ;63;63;3969;2993;2900;74;19;97.51;99.41;72.89
267;Boustrophedon ;54;56;3024;1204;1068;109;27;90.74;95.91;66.89
296;Boustrophedon ;54;53;2862;1316;1184;101;31;92.14;97.71;60.0
245;Boustrophedon ;44;52;2288;1099;980;92;27;91.42;97.01;64.26
293;Varredura ;48;51;2448;1299;1172;97;30;92.36;96.59;62.4
247;Varredura ;46;43;1978;1083;988;76;19;92.86;97.98;60.31
439;Varredura ;62;49;3038;1877;1756;91;30;95.07;99.37;60.5
326;Varredura ;54;60;3240;1450;1304;112;34;92.09;97.07;61.25
282;Varredura ;45;55;2475;1239;1128;85;26;92.99;97.48;58.74
306;Boustrophedon ;52;50;2600;1387;1224;120;43;91.07;96.38;59.87
267;Boustrophedon ;38;52;1976;1163;1068;81;14;92.95;97.34;63.1
292;Boustrophedon ;48;52;2496;1285;1168;84;33;93.29;98.49;55.11
276;Boustrophedon ;49;48;2352;1239;1104;100;35;91.69;96.62;61.07
343;Boustrophedon ;55;47;2585;1498;1372;101;25;93.14;97.92;59.84
435;Boustrophedon ;60;62;3720;1922;1740;144;38;92.36;98.07;58.24
498;Varredura ;61;61;3721;2115;1992;104;19;95.04;98.67;67.65
267;Boustrophedon ;45;42;1890;1155;1068;72;15;93.68;98.03;64.4
387;Espiral Crescente ;56;47;2632;1684;1548;123;13;92.64;98.8;56.41
326;Boustrophedon ;58;57;3306;1476;1304;133;39;90.74;97.03;58.56
421;Varredura ;59;59;3481;1848;1684;135;29;92.58;97.06;58.45
257;Boustrophedon ;42;52;2184;1135;1028;85;22;92.36;96.85;63.55
287;Boustrophedon ;44;46;2024;1246;1148;82;16;93.33;97.99;62.07
541;Boustrophedon ;62;59;3658;2263;2164;79;20;96.48;98.71;76.95
486;Boustrophedon ;57;61;3477;2075;1944;110;21;94.64;97.93;67.25
348;Varredura ;62;45;2790;1527;1392;112;23;92.55;97.25;60.32
314;Varredura ;50;57;2850;1390;1256;96;38;92.9;97.83;61.27
260;Boustrophedon ;44;49;2156;1163;1040;107;16;90.67;95.95;62.22
362;Varredura ;57;58;3306;1610;1448;127;35;91.94;96.95;62.95
328;Boustrophedon ;61;55;3355;1481;1312;137;32;90.55;96.57;62.21
362;Boustrophedon ;54;63;3402;1604;1448;117;39;92.52;97.25;59.32
254;Varredura ;55;57;3135;1123;1016;87;20;92.11;98.38;63.95
259;Boustrophedon ;45;53;2385;1139;1036;72;31;93.5;98.1;64.46
266;Varredura ;56;42;2352;1166;1064;84;18;92.68;98.59;63.52
292;Boustrophedon ;49;55;2695;1297;1168;98;31;92.26;96.84;61.9
566;Varredura ;61;60;3660;2390;2264;96;30;95.93;99.19;62.28
353;Espiral Decrescente ;63;46;2898;1552;1412;106;34;93.02;96.39;65.94
261;Boustrophedon ;60;54;3240;1178;1044;99;35;91.34;97.35;59.71
287;Varredura ;51;54;2754;1285;1148;116;21;90.82;97.29;61.81
316;Espiral Crescente ;54;55;2970;1415;1264;113;38;91.79;96.99;58.8
377;Espiral Crescente ;51;63;3213;1652;1508;100;44;93.78;98.46;56.99
281;Boustrophedon ;49;59;2891;1245;1124;89;32;92.66;97.97;61.3
343;Boustrophedon ;54;52;2808;1526;1372;119;35;92.02;97.49;58.02
264;Varredura ;46;53;2438;1194;1056;102;36;91.19;96.32;61.48
177;Espiral Crescente ;48;35;1680;795;708;71;16;90.89;98.39;55.23
477;Varredura ;56;63;3528;2037;1908;105;24;94.78;98.63;63.16
325;Boustrophedon ;59;48;2832;1426;1300;98;28;92.99;97.79;59.84
355;Espiral Decrescente ;63;57;3591;1564;1420;112;32;92.69;96.81;66.67
423;Varredura ;63;54;3402;1871;1692;141;38;92.31;97.68;60.11
297;Boustrophedon ;54;59;3186;1329;1188;116;25;91.1;95.34;66.79
317;Espiral Crescente ;47;55;2585;1391;1268;100;23;92.69;98.44;55.7
230;Varredura ;41;43;1763;1002;920;67;15;93.21;97.5;62.58
276;Varredura ;49;53;2597;1218;1104;97;17;91.92;96.83;65.27
328;Boustrophedon ;59;58;3422;1448;1312;107;29;92.46;98.61;59.32
335;Boustrophedon ;49;50;2450;1452;1340;84;28;94.1;97.36;66.67
204;Boustrophedon ;41;44;1804;923;816;86;21;90.47;95.42;63.55
321;Boustrophedon ;55;51;2805;1419;1284;100;35;92.77;97.78;62.71
259;Boustrophedon ;50;41;2050;1127;1036;77;14;93.08;97.88;61.41
269;Boustrophedon ;58;41;2378;1196;1076;87;33;92.52;97.83;56.77
282;Espiral Crescente ;47;52;2444;1258;1128;99;31;91.93;98.04;53.78
317;Varredura ;57;49;2793;1414;1268;108;38;92.15;97.21;57.14
359;Espiral Crescente ;57;53;3021;1588;1436;117;35;92.47;98.14;56.76
391;Boustrophedon ;50;56;2800;1700;1564;103;33;93.82;97.59;65.07
304;Boustrophedon ;49;58;2842;1374;1216;118;40;91.15;97.0;59.09
349;Varredura ;62;54;3348;1519;1396;101;22;93.25;97.52;65.67
325;Boustrophedon ;52;52;2704;1425;1300;99;26;92.92;97.29;66.31
312;Espiral Crescente ;45;54;2430;1350;1248;92;10;93.13;98.33;61.03
298;Varredura ;50;63;3150;1340;1192;120;28;90.85;97.36;61.83
246;Varredura ;46;44;2024;1080;984;81;15;92.39;96.76;63.78
344;Varredura ;59;54;3186;1511;1376;109;26;92.66;97.66;61.03
302;Boustrophedon ;57;51;2907;1360;1208;118;34;91.1;96.89;60.2
592;Varredura ;63;58;3654;2477;2368;86;23;96.5;99.72;66.56
324;Boustrophedon ;49;56;2744;1415;1296;89;30;93.57;97.76;63.1
277;Varredura ;44;56;2464;1231;1108;99;24;91.8;97.21;58.15
331;Espiral Crescente ;46;60;2760;1439;1324;96;19;93.24;98.36;56.02
363;Varredura ;63;51;3213;1596;1452;113;31;92.78;98.02;58.74
403;Boustrophedon ;63;61;3843;1745;1612;106;27;93.83;98.09;68.26
304;Boustrophedon ;45;63;2835;1334;1216;85;33;93.47;97.08;63.71
437;Varredura ;60;53;3180;1865;1748;93;24;94.95;98.82;62.02
320;Varredura ;55;45;2475;1387;1280;84;23;93.84;97.91;65.42
327;Boustrophedon ;53;51;2703;1440;1308;107;25;92.44;98.07;63.58
299;Varredura ;50;57;2850;1381;1196;132;53;90.06;97.78;58.1
296;Boustrophedon ;47;55;2585;1321;1184;118;19;90.94;97.28;57.81
246;Boustrophedon ;43;48;2064;1081;984;83;14;92.22;97.21;61.29
303;Boustrophedon ;55;47;2585;1338;1212;106;20;91.96;97.88;59.29
363;Boustrophedon ;63;45;2835;1587;1452;114;21;92.72;97.69;63.67
268;Varredura ;40;63;2520;1205;1072;96;37;91.78;96.82;60.69
272;Boustrophedon ;42;51;2142;1183;1088;74;21;93.63;98.25;63.03
375;Espiral Crescente ;62;54;3348;1650;1500;118;32;92.71;98.74;56.25
286;Espiral Crescente ;54;46;2484;1248;1144;81;23;93.39;98.2;55.26
315;Espiral Crescente ;58;45;2610;1347;1260;66;21;95.02;99.02;65.77
354;Varredura ;53;56;2968;1563;1416;100;47;93.4;97.68;56.67
373;Boustrophedon ;57;50;2850;1647;1492;121;34;92.5;97.63;58.45
257;Boustrophedon ;51;49;2499;1161;1028;91;42;91.87;97.05;57.09
342;Boustrophedon ;63;46;2898;1511;1368;107;36;92.75;97.17;60.44
354;Espiral Crescente ;56;53;2968;1550;1416;106;28;93.04;98.43;58.39
252;Espiral Crescente ;48;48;2304;1113;1008;85;20;92.22;97.95;62.66
254;Boustrophedon ;37;51;1887;1100;1016;65;19;93.99;97.58;67.54
461;Boustrophedon ;59;58;3422;1984;1844;111;29;94.32;98.71;58.16
208;Boustrophedon ;43;49;2107;932;832;80;20;91.23;97.53;59.61
277;Varredura ;59;48;2832;1250;1108;107;35;91.19;98.42;57.67
326;Espiral Crescente ;60;45;2700;1427;1304;102;21;92.75;98.41;54.98
377;Boustrophedon ;63;56;3528;1663;1508;129;26;92.12;96.88;64.35
381;Boustrophedon ;63;48;3024;1666;1524;114;28;93.04;98.73;61.54
366;Varredura ;60;52;3120;1616;1464;126;26;92.08;97.14;60.55
289;Boustrophedon ;45;52;2340;1257;1156;76;25;93.83;97.84;59.16
374;Boustrophedon ;50;58;2900;1624;1496;107;21;93.33;97.81;61.26
644;Varredura ;63;60;3780;2687;2576;95;16;96.44;99.58;67.21
379;Boustrophedon ;59;59;3481;1668;1516;118;34;92.78;98.22;60.12
350;Varredura ;50;53;2650;1523;1400;100;23;93.33;96.77;63.84
288;Boustrophedon ;47;52;2444;1273;1152;97;24;92.23;97.02;61.37
312;Varredura ;46;51;2346;1368;1248;90;30;93.27;97.96;59.75
233;Varredura ;44;47;2068;1064;932;102;30;90.14;96.37;56.96
249;Varredura ;52;45;2340;1105;996;83;26;92.31;97.64;58.88
382;Boustrophedon ;53;53;2809;1654;1528;94;32;94.2;98.2;62.03
268;Boustrophedon ;49;52;2548;1185;1072;76;37;93.38;98.5;60.87
334;Boustrophedon ;49;49;2401;1436;1336;83;17;94.15;97.95;64.95
307;Varredura ;52;50;2600;1366;1228;108;30;91.92;96.53;62.96
283;Boustrophedon ;56;46;2576;1239;1132;83;24;93.17;98.02;62.01
295;Boustrophedon ;54;47;2538;1284;1180;79;25;93.73;97.41;62.19
228;Boustrophedon ;47;46;2162;1027;912;85;30;91.47;98.51;53.18
591;Varredura ;63;61;3843;2485;2364;87;34;96.45;99.36;65.03
357;Varredura ;47;55;2585;1537;1428;81;28;94.63;98.7;60.34
311;Boustrophedon ;44;53;2332;1375;1244;107;24;92.08;96.77;59.31
416;Boustrophedon ;61;53;3233;1838;1664;133;41;92.6;97.27;60.53
279;Varredura ;51;50;2550;1204;1116;64;24;94.58;98.8;63.46
242;Varredura ;39;52;2028;1068;968;83;17;92.1;98.01;61.03
394;Espiral Crescente ;56;51;2856;1717;1576;106;35;93.7;98.73;58.31
259;Espiral Crescente ;41;61;2501;1152;1036;100;16;91.2;99.1;58.62
334;Boustrophedon ;59;56;3304;1492;1336;116;40;92.01;97.0;63.0
245;Boustrophedon ;55;43;2365;1086;980;81;25;92.37;97.68;61.61
300;Varredura ;49;51;2499;1309;1200;91;18;92.95;97.11;67.23
456;Espiral Crescente ;58;61;3538;2005;1824;128;53;93.44;98.55;54.76
280;Varredura ;46;60;2760;1249;1120;102;27;91.65;96.99;60.56
331;Varredura ;54;48;2592;1426;1324;81;21;94.23;98.63;67.05
379;Varredura ;54;55;2970;1647;1516;98;33;93.93;98.39;60.65
398;Boustrophedon ;57;58;3306;1707;1592;88;27;94.76;98.48;64.64
232;Boustrophedon ;54;44;2376;1051;928;90;33;91.16;97.66;56.49
230;Boustrophedon ;44;43;1892;1016;920;77;19;92.28;97.9;61.84
390;Varredura ;57;54;3078;1696;1560;104;32;93.75;97.38;65.14
299;Boustrophedon ;53;52;2756;1336;1196;112;28;91.44;97.68;55.25
236;Boustrophedon ;48;40;1920;1018;944;60;14;94.02;98.0;66.47
292;Espiral Crescente ;51;54;2754;1319;1168;110;41;91.39;97.88;53.76
350;Varredura ;50;58;2900;1541;1400;106;35;92.96;97.84;53.5
339;Espiral Crescente ;57;57;3249;1525;1356;140;29;90.64;97.6;55.56
373;Espiral Crescente ;52;50;2600;1626;1492;104;30;93.48;97.98;56.38
354;Boustrophedon ;52;57;2964;1556;1416;115;25;92.49;97.58;60.22
274;Boustrophedon ;43;47;2021;1190;1096;75;19;93.6;97.96;64.42
356;Boustrophedon ;48;63;3024;1567;1424;112;31;92.71;98.26;59.67
316;Boustrophedon ;53;54;2862;1377;1264;93;20;93.15;98.76;59.59
394;Boustrophedon ;57;59;3363;1757;1576;155;26;91.05;96.7;59.88
360;Boustrophedon ;56;51;2856;1598;1440;130;28;91.72;97.52;59.22
368;Varredura ;58;63;3654;1620;1472;116;32;92.7;96.77;63.79
451;Varredura ;57;57;3249;1973;1804;133;36;93.13;97.39;56.45
367;Espiral Crescente ;63;58;3654;1638;1468;146;24;90.95;98.22;57.27
373;Varredura ;54;57;3078;1659;1492;118;49;92.67;97.73;53.42
354;Boustrophedon ;49;59;2891;1538;1416;101;21;93.34;98.26;63.1
396;Boustrophedon ;53;51;2703;1689;1584;76;29;95.42;98.67;66.67
285;Espiral Decrescente ;51;46;2346;1249;1140;82;27;93.29;96.14;70.59
361;Espiral Crescente ;53;62;3286;1589;1444;104;41;93.28;98.54;56.1
245;Boustrophedon ;46;53;2438;1072;980;67;25;93.6;97.82;63.68
215;Boustrophedon ;48;36;1728;964;860;78;26;91.68;98.27;57.28
285;Varredura ;47;52;2444;1263;1140;91;32;92.61;98.41;58.37
328;Boustrophedon ;56;51;2856;1461;1312;103;46;92.72;96.79;59.93
272;Boustrophedon ;45;52;2340;1192;1088;72;32;93.79;97.99;65.45
456;Varredura ;63;60;3780;1948;1824;97;27;94.95;98.82;59.69
94;Varredura ;29;24;696;419;376;31;12;92.38;98.1;64.08
273;Espiral Crescente ;59;48;2832;1227;1092;108;27;91.0;98.48;50.21
332;Boustrophedon ;53;50;2650;1462;1328;101;33;92.93;98.06;59.64
262;Espiral Crescente ;54;55;2970;1196;1048;102;46;91.13;98.4;48.65
252;Espiral Crescente ;63;35;2205;1114;1008;81;25;92.56;98.32;58.64
298;Espiral Crescente ;49;52;2548;1344;1192;125;27;90.51;97.76;53.28
320;Boustrophedon ;57;55;3135;1419;1280;105;34;92.42;97.57;58.74
238;Boustrophedon ;49;40;1960;1052;952;71;29;93.06;97.62;62.26
328;Boustrophedon ;47;53;2491;1454;1312;98;44;93.05;97.49;61.95
364;Espiral Crescente ;50;63;3150;1601;1456;112;33;92.86;97.83;56.55
354;Boustrophedon ;48;62;2976;1543;1416;98;29;93.53;97.73;62.88
289;Varredura ;44;51;2244;1225;1156;57;12;95.3;98.54;72.45
247;Varredura ;44;43;1892;1087;988;88;11;91.82;96.67;62.9
301;Boustrophedon ;48;51;2448;1334;1204;102;28;92.19;97.29;61.6
307;Boustrophedon ;62;56;3472;1390;1228;131;31;90.36;96.57;63.05
327;Boustrophedon ;46;58;2668;1445;1308;108;29;92.37;97.21;64.88
335;Boustrophedon ;48;56;2688;1493;1340;118;35;91.91;98.0;56.27
317;Varredura ;50;59;2950;1399;1268;103;28;92.49;97.41;58.09
383;Espiral Crescente ;51;63;3213;1712;1532;135;45;91.9;98.52;55.56
259;Varredura ;37;60;2220;1135;1036;79;20;92.91;98.14;62.9
403;Boustrophedon ;60;59;3540;1765;1612;111;42;93.56;96.97;61.57
332;Boustrophedon ;53;62;3286;1473;1328;116;29;91.97;97.72;59.03
445;Varredura ;54;63;3402;1926;1780;108;38;94.28;98.17;59.86
